"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","API tests","0","","0","0","","15"
"0","API test with Pojo","0","","15","0","","0"
"0","Тесты с Users","0","Получение одного User","1","0","Положительные","0"
"0","Тесты с Users","0","Получение списка Users","1","0","Положительные","0"
"0","Тесты с Users","0","Получение одного User","1","0","Отрицательный","0"
