"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","70","testListResource","Surefire suite","Sun Feb 23 15:35:43 GMT 2025","passed","Sun Feb 23 15:35:43 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testListResource"
"","309","testRegisterSuccessful","Surefire suite","Sun Feb 23 15:35:44 GMT 2025","passed","Sun Feb 23 15:35:44 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testRegisterSuccessful"
"","3334","testDelayedResponse","Surefire suite","Sun Feb 23 15:35:33 GMT 2025","passed","Sun Feb 23 15:35:36 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testDelayedResponse"
"","343","testRegisterSuccessful","Surefire suite","Sun Feb 23 15:35:37 GMT 2025","passed","Sun Feb 23 15:35:37 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testRegisterSuccessful"
"","52","testSingleUser","Surefire suite","Sun Feb 23 15:35:45 GMT 2025","passed","Sun Feb 23 15:35:45 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testSingleUser"
"","43","testSingleResourceNotFound","Surefire suite","Sun Feb 23 15:35:45 GMT 2025","passed","Sun Feb 23 15:35:45 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testSingleResourceNotFound"
"","112","testListUsers","Surefire suite","Sun Feb 23 15:35:36 GMT 2025","passed","Sun Feb 23 15:35:36 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testListUsers"
"","297","testRegisterUnsuccessful","Surefire suite","Sun Feb 23 15:35:44 GMT 2025","passed","Sun Feb 23 15:35:45 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testRegisterUnsuccessful"
"Получаем список пользователей на странице 2","2511","testListUsers","Surefire suite","Sun Feb 23 15:35:29 GMT 2025","passed","Sun Feb 23 15:35:32 GMT 2025","ru.korobovs.tests.ApiWithAllureTest","Surefire test","ru.korobovs.tests.ApiWithAllureTest","testListUsers"
"","378","testCreate","Surefire suite","Sun Feb 23 15:35:32 GMT 2025","passed","Sun Feb 23 15:35:33 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testCreate"
"","1301","testUpdatePut","Surefire suite","Sun Feb 23 15:35:45 GMT 2025","passed","Sun Feb 23 15:35:46 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testUpdatePut"
"","345","testUpdatePut","Surefire suite","Sun Feb 23 15:35:39 GMT 2025","passed","Sun Feb 23 15:35:39 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testUpdatePut"
"","343","testSingleResourceNotFound","Surefire suite","Sun Feb 23 15:35:38 GMT 2025","passed","Sun Feb 23 15:35:38 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testSingleResourceNotFound"
"","341","testLoginSuccessful","Surefire suite","Sun Feb 23 15:35:36 GMT 2025","passed","Sun Feb 23 15:35:37 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testLoginSuccessful"
"","3308","testDelayedResponse","Surefire suite","Sun Feb 23 15:35:40 GMT 2025","passed","Sun Feb 23 15:35:43 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testDelayedResponse"
"","396","testCreate","Surefire suite","Sun Feb 23 15:35:39 GMT 2025","passed","Sun Feb 23 15:35:40 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testCreate"
"","43","testSingleUserNotFound","Surefire suite","Sun Feb 23 15:35:45 GMT 2025","passed","Sun Feb 23 15:35:45 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testSingleUserNotFound"
